,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,$p13$,$l13$,$r13$,$\gamma13$,$l14$,$p14$
154,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
155,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,1,0.28870213291495206,-0.9016958084804755,0.7112978670850479,-0.8439522076231205,-0.9860910292427876,0.2716848636104171
157,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
159,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.3659825947660783,1.082245684012216,0.7469187228963817
160,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
161,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,0,0.7800945854996683,1.2662176559781304,-0.7800945854996683,0.6357533375478005,1.3297929897329104,0.7908063907999269
162,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
163,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
164,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
166,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,0,0.7894021117266881,1.3213252658712988,-0.7894021117266881,0.3659825947660783,1.3579235253479067,0.795422008912774
167,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
168,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
169,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
172,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,0,0.7894021117266881,1.3213252658712988,-0.7894021117266881,0.3103056330390686,1.3523558291752058,0.7945145105677534
173,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
174,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,0,0.7894021117266881,1.3213252658712988,-0.7894021117266881,0.3659825947660783,1.3579235253479067,0.795422008912774
175,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
176,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
177,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
178,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
179,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
180,1,1,1,0,0,6400,7250.0,180.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
182,1,1,0,0,0,4600,0.0,73.0,180.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3659825947660783,1.3579235253479067,0.795422008912774
183,1,1,1,0,0,33846,0.0,260.0,360.0,1.0,1,0,0.7960523914572926,1.3618018621011228,-0.7960523914572926,0.6357533375478005,1.4253771958559027,0.8061800072700166
184,0,1,0,0,0,3625,0.0,108.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
185,1,1,0,0,1,39147,4750.0,120.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
186,1,1,1,0,1,2178,0.0,66.0,300.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
189,1,1,0,0,0,9328,0.0,188.0,180.0,1.0,0,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
190,1,0,0,1,0,4885,0.0,48.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
191,1,0,0,0,0,12000,0.0,164.0,360.0,1.0,1,0,0.7025694706169645,0.8595636038384941,-0.7025694706169645,0.6357533375478005,0.9231389375932741,0.715681253919378
192,1,1,0,1,0,6033,0.0,160.0,360.0,1.0,2,0,0.7800945854996683,1.2662176559781304,-0.7800945854996683,0.6357533375478005,1.3297929897329104,0.7908063907999269
193,1,0,0,0,0,3858,0.0,76.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
194,1,0,0,0,0,4191,0.0,120.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
195,1,1,1,0,0,3125,2583.0,170.0,360.0,1.0,1,0,0.7399382097017709,1.0456474245356082,-0.7399382097017709,-1.5849431579974214,0.8871531087358661,0.7083023249583722
196,1,0,0,0,0,8333,3750.0,187.0,360.0,1.0,0,1,0.6545258756271753,0.6389933723959716,0.34547412437282465,0.6357533375478005,0.7025687061507517,0.6687570411380733
199,1,0,0,0,1,11000,0.0,83.0,360.0,1.0,2,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.6357533375478005,0.9782465474864427,0.7267601545181426
200,1,1,1,1,0,2600,2500.0,90.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
201,1,0,2,0,0,4923,0.0,166.0,360.0,0.0,1,1,0.2636011938096454,-1.027334496728439,0.7363988061903546,-0.8439522076231205,-1.111729717490751,0.24754855640590148
203,1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
204,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
205,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3659825947660783,0.9512694732082705,0.7213704076627278
206,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
207,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
208,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
209,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
210,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,0,0.7025694706169645,0.8595636038384941,-0.7025694706169645,0.6357533375478005,0.9231389375932741,0.715681253919378
211,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
212,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
213,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
214,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
215,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
216,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,0,0.7874940388571215,1.3098857605578103,-0.7874940388571215,0.0020519154184783454,1.310090952099658,0.7875283750568625
217,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
220,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
221,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
222,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
224,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
225,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,0,0.7800945854996683,1.2662176559781304,-0.7800945854996683,0.3103056330390686,1.2972482192820374,0.7853714985902179
227,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
229,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,1,0.7025694706169645,0.8595636038384941,0.2974305293830355,0.6357533375478005,0.9231389375932741,0.715681253919378
230,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
233,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,1,0.7025694706169645,0.8595636038384941,0.2974305293830355,0.6357533375478005,0.9231389375932741,0.715681253919378
234,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
235,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,0.6357533375478005,1.1092227582903882,0.751984181165449
238,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
239,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
240,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
241,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,0,0.7430057266238076,1.061649950058472,-0.7430057266238076,-1.5849431579974214,0.9031556342587298,0.7115975545024212
242,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
243,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
244,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
245,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,0,0.6581353921082581,0.6549958979188354,-0.6581353921082581,0.6357533375478005,0.7185712316736155,0.6722923149845785
246,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
247,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
248,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,1,0.6659577693090615,0.6899588349057059,0.3340422306909385,-1.5849431579974214,0.5314645191059637,0.6298246229757983
249,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
250,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
251,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,0,0.7139550857101393,0.9146712137316626,-0.7139550857101393,0.3103056330390686,0.9457017770355695,0.7202499496804979
252,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
253,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
254,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
255,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0,1,0.7025694706169645,0.8595636038384941,0.2974305293830355,0.3103056330390686,0.8905941671424009,0.7090127725863611
256,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
257,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2,0,0.7894021117266881,1.3213252658712988,-0.7894021117266881,0.6357533375478005,1.3849005996260788,0.7997769049147031
258,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0,0,0.6684685856360548,0.701266833689253,-0.6684685856360548,0.6357533375478005,0.7648421674440331,0.6824040963260225
261,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
262,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1,0,0.6254496922464776,0.512744771553662,-0.6254496922464776,0.3103056330390686,0.5437753348575689,0.6326902189760287
263,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
264,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.6357533375478005,0.9782465474864427,0.7267601545181426
265,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
266,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,0.6357533375478005,1.125225283813252,0.7549566661131775
267,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2,1,0.2636011938096454,-1.027334496728439,0.7363988061903546,-0.8439522076231205,-1.111729717490751,0.24754855640590148
269,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
270,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
271,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.6357533375478005,1.3849005996260788,0.7997769049147031
272,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
273,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
274,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3103056330390686,1.3523558291752058,0.7945145105677534
275,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
276,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
277,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
278,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1,1,0.6476037938360795,0.6085229517934365,0.35239620616392053,0.6357533375478005,0.6720982855482166,0.661972841102599
280,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
281,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
282,1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
283,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
285,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0,1,0.6581353921082581,0.6549958979188354,0.3418646078917419,-1.5849431579974214,0.49650158211909323,0.6216368384845538
286,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,0,0.6581353921082581,0.6549958979188354,-0.6581353921082581,-1.5849431579974214,0.49650158211909323,0.6216368384845538
287,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
288,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1,1,0.7139550857101393,0.9146712137316626,0.2860449142898607,0.3103056330390686,0.9457017770355695,0.7202499496804979
289,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0,1,0.7025694706169645,0.8595636038384941,0.2974305293830355,0.6357533375478005,0.9231389375932741,0.715681253919378
290,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
291,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
292,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2,1,0.7430057266238076,1.061649950058472,0.2569942733761924,-1.5849431579974214,0.9031556342587298,0.7115975545024212
294,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1,1,0.7399382097017709,1.0456474245356082,0.26006179029822907,-1.5849431579974214,0.8871531087358661,0.7083023249583722
296,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1,1,0.7800945854996683,1.2662176559781304,0.21990541450033174,0.6357533375478005,1.3297929897329104,0.7908063907999269
297,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,1,0.7894021117266881,1.3213252658712988,0.21059788827331194,0.3659825947660783,1.3579235253479067,0.795422008912774
298,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0,0,0.5798356166311766,0.3220986200900018,-0.5798356166311766,0.6357533375478005,0.38567395384478187,0.5952408594294846
299,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,0,0.7430057266238076,1.061649950058472,-0.7430057266238076,-1.5849431579974214,0.9031556342587298,0.7115975545024212
300,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2,0,0.2636011938096454,-1.027334496728439,-0.2636011938096454,-0.8439522076231205,-1.111729717490751,0.24754855640590148
